User_Id,Place_Id,Place_Ratings,City_Encoded,Category_Encoded,Clipped_Price,Normalized_Price
4,82,3,1,1,5000,0.1
4,348,5,2,1,20000,0.4
4,409,3,3,1,0,0.0
4,88,3,4,1,3000,0.06
4,4,4,1,4,10000,0.2
4,377,3,2,4,35000,0.7
4,43,5,1,4,50000,1.0
4,15,4,1,3,0,0.0
4,91,3,4,4,0,0.0
4,193,5,4,1,50000,1.0
4,312,3,0,2,11000,0.22
4,44,2,1,1,0,0.0
4,14,5,1,0,50000,1.0
4,406,3,3,2,0,0.0
4,383,2,2,4,0,0.0
4,229,2,0,4,45000,0.9
4,290,3,0,1,5000,0.1
4,5,5,1,4,50000,1.0
4,294,5,0,1,0,0.0
4,309,5,0,2,25000,0.5
4,74,2,1,1,0,0.0
4,97,2,4,1,15000,0.3
5,421,4,3,1,10000,0.2
5,138,2,4,4,20000,0.4
5,436,5,3,4,0,0.0
5,395,2,3,4,0,0.0
5,300,4,0,2,10000,0.2
5,321,3,0,4,30000,0.6
5,68,5,1,3,0,0.0
5,55,5,1,5,0,0.0
5,434,4,3,4,0,0.0
5,9,5,1,0,50000,1.0
5,166,3,4,2,6000,0.12
5,151,5,4,4,0,0.0
5,4,3,1,4,10000,0.2
5,61,3,1,1,0,0.0
5,321,3,0,4,30000,0.6
5,159,2,4,2,2500,0.05
5,397,5,3,4,0,0.0
5,391,2,2,2,7500,0.15
5,407,3,3,4,0,0.0
5,301,2,0,2,50000,1.0
5,143,4,4,2,2000,0.04
5,27,2,1,4,50000,1.0
5,283,4,0,4,0,0.0
5,190,2,4,0,4000,0.08
5,346,4,2,4,0,0.0
5,67,4,1,2,25000,0.5
5,381,3,2,1,0,0.0
5,368,3,2,2,3000,0.06
5,433,4,3,1,2000,0.04
5,301,2,0,2,50000,1.0
5,420,3,3,1,0,0.0
5,335,3,2,1,10000,0.2
5,115,3,4,1,15000,0.3
6,433,4,3,1,2000,0.04
6,334,2,0,4,50000,1.0
6,348,2,2,1,20000,0.4
6,219,2,0,2,15000,0.3
6,178,3,4,2,40000,0.8
6,266,3,0,2,0,0.0
6,92,2,4,4,0,0.0
6,64,5,1,1,2000,0.04
6,102,4,4,1,40000,0.8
6,166,5,4,2,6000,0.12
6,257,2,0,1,0,0.0
6,243,5,0,1,15000,0.3
6,346,5,2,4,0,0.0
6,116,5,4,4,2500,0.05
6,359,2,2,2,25000,0.5
6,121,4,4,1,50000,1.0
6,385,4,2,1,0,0.0
6,398,5,3,4,0,0.0
6,64,5,1,1,2000,0.04
6,88,5,4,1,3000,0.06
6,119,2,4,1,5000,0.1
6,393,2,3,2,0,0.0
6,4,4,1,4,10000,0.2
6,298,3,0,2,0,0.0
6,410,2,3,4,50000,1.0
6,224,5,0,4,40000,0.8
6,379,4,2,2,5000,0.1
6,382,2,2,4,50000,1.0
7,255,5,0,1,15000,0.3
7,269,3,0,2,7500,0.15
7,213,3,0,1,5000,0.1
7,228,3,0,1,3000,0.06
7,126,5,4,0,4000,0.08
7,192,5,4,2,15000,0.3
7,376,4,2,1,30000,0.6
7,183,5,4,4,50000,1.0
7,129,4,4,4,2000,0.04
7,303,4,0,5,0,0.0
7,296,3,0,4,50000,1.0
7,213,3,0,1,5000,0.1
7,237,5,0,4,50000,1.0
7,99,4,4,1,0,0.0
7,88,4,4,1,3000,0.06
7,148,3,4,2,5000,0.1
7,13,2,1,0,5000,0.1
7,377,5,2,4,35000,0.7
7,183,4,4,4,50000,1.0
7,247,4,0,4,15000,0.3
7,31,3,1,2,25000,0.5
7,298,4,0,2,0,0.0
7,290,4,0,1,5000,0.1
7,385,5,2,1,0,0.0
7,77,5,1,4,0,0.0
7,107,2,4,1,5000,0.1
7,77,3,1,4,0,0.0
8,158,5,4,0,10000,0.2
8,301,3,0,2,50000,1.0
8,290,2,0,1,5000,0.1
8,322,5,0,2,0,0.0
8,306,4,0,2,50000,1.0
8,98,5,4,4,15000,0.3
8,235,4,0,2,15000,0.3
8,45,2,1,4,50000,1.0
8,173,3,4,0,10000,0.2
8,306,2,0,2,50000,1.0
8,393,5,3,2,0,0.0
8,395,5,3,4,0,0.0
8,89,3,4,1,50000,1.0
8,433,4,3,1,2000,0.04
8,143,5,4,2,2000,0.04
8,275,3,0,2,20000,0.4
8,25,5,1,3,0,0.0
8,98,2,4,4,15000,0.3
8,130,3,4,4,10000,0.2
8,223,5,0,5,0,0.0
8,368,2,2,2,3000,0.06
8,164,5,4,2,2500,0.05
8,267,4,0,4,50000,1.0
8,202,3,4,0,10000,0.2
8,56,2,1,0,25000,0.5
8,30,3,1,4,0,0.0
8,238,3,0,2,7500,0.15
8,294,4,0,1,0,0.0
9,402,3,3,3,0,0.0
9,196,4,4,0,3000,0.06
9,406,4,3,2,0,0.0
9,55,4,1,5,0,0.0
9,30,3,1,4,0,0.0
9,246,5,0,2,10000,0.2
9,402,3,3,3,0,0.0
9,30,2,1,4,0,0.0
9,310,4,0,2,0,0.0
9,417,4,3,1,10000,0.2
9,304,4,0,2,2500,0.05
9,206,3,4,2,8000,0.16
9,211,3,0,2,30000,0.6
9,28,5,1,4,35000,0.7
9,264,3,0,5,0,0.0
9,242,3,0,2,12000,0.24
9,403,3,3,4,0,0.0
9,253,4,0,4,25000,0.5
9,265,4,0,1,0,0.0
9,331,4,0,1,50000,1.0
9,188,4,4,0,10000,0.2
9,54,3,1,4,0,0.0
9,420,5,3,1,0,0.0
9,416,4,3,1,0,0.0
9,378,5,2,4,0,0.0
9,233,4,0,2,30000,0.6
9,95,5,4,4,0,0.0
9,105,2,4,1,0,0.0
9,233,5,0,2,30000,0.6
9,204,2,4,4,0,0.0
9,225,5,0,4,50000,1.0
9,204,2,4,4,0,0.0
9,341,5,2,2,3000,0.06
10,145,3,4,4,5000,0.1
10,36,4,1,4,50000,1.0
10,168,5,4,0,10000,0.2
10,12,2,1,0,50000,1.0
10,134,5,4,4,10000,0.2
10,280,4,0,5,0,0.0
10,236,4,0,4,0,0.0
10,95,5,4,4,0,0.0
10,344,3,2,0,3000,0.06
10,18,5,1,1,2000,0.04
10,42,3,1,1,5000,0.1
10,90,5,4,4,5000,0.1
10,280,5,0,5,0,0.0
10,75,4,1,4,50000,1.0
10,63,5,1,1,2000,0.04
10,205,5,4,4,50000,1.0
10,268,3,0,4,50000,1.0
10,234,3,0,1,50000,1.0
10,284,3,0,3,0,0.0
10,405,3,3,4,50000,1.0
10,230,4,0,4,30000,0.6
10,197,3,4,0,5000,0.1
10,339,3,2,1,35000,0.7
10,159,2,4,2,2500,0.05
10,77,2,1,4,0,0.0
10,23,2,1,5,0,0.0
10,67,5,1,2,25000,0.5
10,35,4,1,3,0,0.0
11,229,2,0,4,45000,0.9
11,226,2,0,4,20000,0.4
11,310,3,0,2,0,0.0
11,430,3,3,4,50000,1.0
11,107,3,4,1,5000,0.1
11,37,5,1,4,10000,0.2
11,322,5,0,2,0,0.0
11,109,2,4,4,3000,0.06
11,341,4,2,2,3000,0.06
11,206,2,4,2,8000,0.16
11,97,4,4,1,15000,0.3
11,41,3,1,1,2000,0.04
11,355,4,2,2,50000,1.0
11,82,2,1,1,5000,0.1
11,376,4,2,1,30000,0.6
11,406,4,3,2,0,0.0
11,186,4,4,0,5000,0.1
11,88,3,4,1,3000,0.06
11,378,2,2,4,0,0.0
11,151,5,4,4,0,0.0
11,149,2,4,2,3000,0.06
11,6,5,1,4,25000,0.5
11,150,2,4,1,7000,0.14
11,11,3,1,0,5000,0.1
11,127,3,4,4,10000,0.2
11,6,2,1,4,25000,0.5
11,5,5,1,4,50000,1.0
11,236,2,0,4,0,0.0
12,429,3,3,1,0,0.0
12,194,3,4,0,5000,0.1
12,27,2,1,4,50000,1.0
12,236,3,0,4,0,0.0
12,49,5,1,1,0,0.0
12,369,5,2,1,7500,0.15
12,94,5,4,4,7000,0.14
12,226,4,0,4,20000,0.4
12,274,4,0,2,0,0.0
12,72,5,1,4,50000,1.0
12,183,5,4,4,50000,1.0
12,265,4,0,1,0,0.0
12,301,5,0,2,50000,1.0
12,46,4,1,0,40000,0.8
12,65,2,1,1,1000,0.02
12,203,5,4,4,40000,0.8
12,379,4,2,2,5000,0.1
12,139,4,4,2,10000,0.2
12,5,5,1,4,50000,1.0
12,141,2,4,2,3000,0.06
12,312,5,0,2,11000,0.22
12,154,5,4,0,10000,0.2
12,71,5,1,2,50000,1.0
12,302,3,0,5,0,0.0
12,75,5,1,4,50000,1.0
12,30,5,1,4,0,0.0
12,52,3,1,1,15000,0.3
12,27,3,1,4,50000,1.0
12,102,5,4,1,40000,0.8
12,128,2,4,4,0,0.0
12,293,5,0,4,0,0.0
12,82,4,1,1,5000,0.1
12,402,3,3,3,0,0.0
12,98,2,4,4,15000,0.3
13,398,2,3,4,0,0.0
13,65,2,1,1,1000,0.02
13,398,2,3,4,0,0.0
13,371,5,2,2,25000,0.5
13,422,4,3,1,0,0.0
13,214,5,0,4,50000,1.0
13,20,2,1,1,2000,0.04
13,114,5,4,4,30000,0.6
13,229,2,0,4,45000,0.9
13,56,5,1,0,25000,0.5
13,265,4,0,1,0,0.0
13,129,4,4,4,2000,0.04
13,75,5,1,4,50000,1.0
13,296,2,0,4,50000,1.0
13,191,2,4,0,10000,0.2
13,156,3,4,0,10000,0.2
13,177,2,4,0,10000,0.2
13,437,5,3,5,10000,0.2
13,406,2,3,2,0,0.0
13,290,2,0,1,5000,0.1
13,163,4,4,2,2500,0.05
13,242,3,0,2,12000,0.24
13,178,2,4,2,40000,0.8
13,142,5,4,2,0,0.0
13,245,4,0,4,20000,0.4
14,67,5,1,2,25000,0.5
14,325,3,0,1,50000,1.0
14,422,4,3,1,0,0.0
14,88,2,4,1,3000,0.06
14,118,4,4,1,5000,0.1
14,344,2,2,0,3000,0.06
14,227,4,0,4,0,0.0
14,259,5,0,1,0,0.0
14,376,5,2,1,30000,0.6
14,368,3,2,2,3000,0.06
14,396,2,3,1,15000,0.3
14,167,3,4,2,0,0.0
14,11,2,1,0,5000,0.1
14,230,5,0,4,30000,0.6
14,54,2,1,4,0,0.0
14,304,3,0,2,2500,0.05
14,249,5,0,4,50000,1.0
14,96,2,4,4,0,0.0
14,50,2,1,1,2000,0.04
14,8,4,1,4,50000,1.0
14,233,3,0,2,30000,0.6
14,362,2,2,2,15000,0.3
14,173,5,4,0,10000,0.2
14,435,5,3,4,0,0.0
14,167,4,4,2,0,0.0
14,294,2,0,1,0,0.0
14,59,3,1,1,2000,0.04
14,274,4,0,2,0,0.0
14,186,4,4,0,5000,0.1
14,91,5,4,4,0,0.0
14,328,5,0,2,10000,0.2
14,371,4,2,2,25000,0.5
14,171,3,4,1,5000,0.1
15,298,3,0,2,0,0.0
15,277,3,0,4,15000,0.3
15,90,5,4,4,5000,0.1
15,342,5,2,4,3000,0.06
15,435,3,3,4,0,0.0
15,348,2,2,1,20000,0.4
15,23,5,1,5,0,0.0
15,365,5,2,2,2500,0.05
15,340,3,2,4,0,0.0
15,260,5,0,1,0,0.0
15,369,4,2,1,7500,0.15
15,187,4,4,0,10000,0.2
15,74,3,1,1,0,0.0
15,297,4,0,2,50000,1.0
15,21,2,1,1,5000,0.1
15,95,3,4,4,0,0.0
15,367,5,2,2,7000,0.14
15,207,4,4,4,15000,0.3
15,284,2,0,3,0,0.0
15,321,2,0,4,30000,0.6
15,248,2,0,4,50000,1.0
15,153,5,4,0,10000,0.2
15,248,4,0,4,50000,1.0
15,355,5,2,2,50000,1.0
15,27,3,1,4,50000,1.0
15,239,3,0,2,50000,1.0
15,434,2,3,4,0,0.0
15,9,4,1,0,50000,1.0
15,360,3,2,2,5000,0.1
15,275,2,0,2,20000,0.4
15,142,2,4,2,0,0.0
15,119,4,4,1,5000,0.1
15,219,2,0,2,15000,0.3
15,417,3,3,1,10000,0.2
15,170,3,4,1,50000,1.0
15,357,3,2,2,10000,0.2
16,264,2,0,5,0,0.0
16,68,2,1,3,0,0.0
16,292,2,0,2,0,0.0
16,89,3,4,1,50000,1.0
16,203,4,4,4,40000,0.8
16,73,2,1,1,5000,0.1
16,201,3,4,0,5000,0.1
16,252,2,0,4,15000,0.3
16,434,3,3,4,0,0.0
16,275,4,0,2,20000,0.4
16,150,4,4,1,7000,0.14
16,414,5,3,1,0,0.0
16,67,4,1,2,25000,0.5
16,385,2,2,1,0,0.0
16,359,5,2,2,25000,0.5
16,266,4,0,2,0,0.0
16,30,4,1,4,0,0.0
16,390,2,2,2,5000,0.1
16,322,5,0,2,0,0.0
16,413,4,3,1,2000,0.04
16,121,3,4,1,50000,1.0
16,237,4,0,4,50000,1.0
16,384,4,2,1,0,0.0
16,132,5,4,2,20000,0.4
16,26,2,1,3,0,0.0
16,347,3,2,4,0,0.0
16,121,4,4,1,50000,1.0
16,167,3,4,2,0,0.0
16,270,5,0,2,25000,0.5
17,16,4,1,1,0,0.0
17,339,2,2,1,35000,0.7
17,406,5,3,2,0,0.0
17,267,5,0,4,50000,1.0
17,384,5,2,1,0,0.0
17,371,4,2,2,25000,0.5
17,19,2,1,4,50000,1.0
17,318,5,0,2,20000,0.4
17,104,4,4,1,20000,0.4
17,37,2,1,4,10000,0.2
17,256,4,0,2,10000,0.2
17,11,3,1,0,5000,0.1
17,134,4,4,4,10000,0.2
17,181,2,4,0,5000,0.1
17,236,3,0,4,0,0.0
17,98,5,4,4,15000,0.3
17,199,3,4,0,5000,0.1
17,410,4,3,4,50000,1.0
17,33,5,1,4,0,0.0
17,237,3,0,4,50000,1.0
17,265,4,0,1,0,0.0
17,78,4,1,4,1000,0.02
17,154,5,4,0,10000,0.2
17,173,5,4,0,10000,0.2
17,414,4,3,1,0,0.0
17,288,4,0,5,0,0.0
17,330,3,0,1,40000,0.8
17,3,2,1,4,50000,1.0
17,47,4,1,4,0,0.0
17,2,3,1,1,0,0.0
17,145,3,4,4,5000,0.1
17,27,4,1,4,50000,1.0
17,32,2,1,1,0,0.0
17,70,2,1,1,0,0.0
17,308,2,0,2,15000,0.3
17,210,4,4,0,3000,0.06
17,92,3,4,4,0,0.0
17,398,3,3,4,0,0.0
17,279,4,0,5,0,0.0
17,398,4,3,4,0,0.0
17,321,3,0,4,30000,0.6
17,262,2,0,2,50000,1.0
17,307,3,0,2,5000,0.1
17,289,4,0,2,10000,0.2
17,346,2,2,4,0,0.0
17,371,3,2,2,25000,0.5
18,102,3,4,1,40000,0.8
18,332,2,0,2,20000,0.4
18,80,5,1,3,0,0.0
18,49,4,1,1,0,0.0
18,375,3,2,1,0,0.0
18,71,4,1,2,50000,1.0
18,182,5,4,0,5000,0.1
18,54,4,1,4,0,0.0
18,176,5,4,1,10000,0.2
18,197,2,4,0,5000,0.1
18,151,5,4,4,0,0.0
18,260,4,0,1,0,0.0
18,405,5,3,4,50000,1.0
18,8,3,1,4,50000,1.0
18,88,3,4,1,3000,0.06
18,50,4,1,1,2000,0.04
18,412,2,3,5,0,0.0
18,147,4,4,1,0,0.0
18,101,5,4,1,0,0.0
18,357,4,2,2,10000,0.2
18,272,3,0,1,0,0.0
18,413,2,3,1,2000,0.04
18,185,3,4,0,10000,0.2
18,80,5,1,3,0,0.0
18,426,2,3,1,0,0.0
18,245,4,0,4,20000,0.4
18,46,4,1,0,40000,0.8
18,184,3,4,0,10000,0.2
18,201,5,4,0,5000,0.1
18,113,2,4,1,0,0.0
18,111,4,4,4,3000,0.06
18,399,3,3,4,0,0.0
18,235,5,0,2,15000,0.3
18,261,2,0,2,10000,0.2
19,194,5,4,0,5000,0.1
19,228,2,0,1,3000,0.06
19,417,3,3,1,10000,0.2
19,205,3,4,4,50000,1.0
19,112,3,4,4,25000,0.5
19,42,2,1,1,5000,0.1
19,168,3,4,0,10000,0.2
19,327,4,0,4,15000,0.3
19,395,2,3,4,0,0.0
19,418,4,3,1,5000,0.1
19,84,2,1,3,0,0.0
19,400,2,3,2,0,0.0
19,195,4,4,0,5000,0.1
19,34,5,1,3,0,0.0
19,295,3,0,1,0,0.0
19,247,3,0,4,15000,0.3
19,344,2,2,0,3000,0.06
19,203,2,4,4,40000,0.8
19,56,3,1,0,25000,0.5
19,9,3,1,0,50000,1.0
19,38,5,1,1,0,0.0
19,165,4,4,4,2000,0.04
19,212,3,0,1,0,0.0
19,170,5,4,1,50000,1.0
19,331,3,0,1,50000,1.0
19,124,4,4,1,0,0.0
19,38,5,1,1,0,0.0
19,432,4,3,4,0,0.0
19,252,5,0,4,15000,0.3
19,317,3,0,2,15000,0.3
19,127,5,4,4,10000,0.2
19,210,5,4,0,3000,0.06
19,333,4,0,4,20000,0.4
19,426,5,3,1,0,0.0
19,151,3,4,4,0,0.0
19,15,4,1,3,0,0.0
19,430,4,3,4,50000,1.0
19,393,3,3,2,0,0.0
19,382,4,2,4,50000,1.0
19,192,5,4,2,15000,0.3
19,197,5,4,0,5000,0.1
19,192,3,4,2,15000,0.3
19,346,4,2,4,0,0.0
19,213,2,0,1,5000,0.1
20,81,3,1,3,0,0.0
20,9,2,1,0,50000,1.0
20,142,2,4,2,0,0.0
20,374,3,2,2,6000,0.12
20,227,5,0,4,0,0.0
20,202,5,4,0,10000,0.2
20,429,3,3,1,0,0.0
20,136,3,4,4,10000,0.2
20,278,3,0,5,0,0.0
20,90,2,4,4,5000,0.1
20,21,3,1,1,5000,0.1
20,192,2,4,2,15000,0.3
20,335,4,2,1,10000,0.2
20,108,4,4,4,0,0.0
20,67,4,1,2,25000,0.5
20,404,2,3,4,35000,0.7
20,83,3,1,4,50000,1.0
20,302,5,0,5,0,0.0
20,425,4,3,4,35000,0.7
20,22,3,1,5,0,0.0
20,360,2,2,2,5000,0.1
20,327,5,0,4,15000,0.3
20,425,3,3,4,35000,0.7
20,163,2,4,2,2500,0.05
20,239,4,0,2,50000,1.0
20,375,5,2,1,0,0.0
20,159,4,4,2,2500,0.05
20,145,2,4,4,5000,0.1
20,349,2,2,2,5000,0.1
20,346,3,2,4,0,0.0
20,46,3,1,0,40000,0.8
20,84,3,1,3,0,0.0
20,99,2,4,1,0,0.0
20,344,2,2,0,3000,0.06
21,413,5,3,1,2000,0.04
21,411,4,3,5,0,0.0
21,147,3,4,1,0,0.0
21,121,2,4,1,50000,1.0
21,373,5,2,1,10000,0.2
21,233,4,0,2,30000,0.6
21,64,3,1,1,2000,0.04
21,101,4,4,1,0,0.0
21,102,2,4,1,40000,0.8
21,241,4,0,4,0,0.0
21,362,2,2,2,15000,0.3
21,427,4,3,1,0,0.0
21,209,3,4,0,10000,0.2
21,177,4,4,0,10000,0.2
21,88,5,4,1,3000,0.06
21,74,3,1,1,0,0.0
21,113,3,4,1,0,0.0
21,44,2,1,1,0,0.0
21,323,2,0,2,0,0.0
21,296,2,0,4,50000,1.0
21,412,5,3,5,0,0.0
21,45,2,1,4,50000,1.0
22,179,4,4,1,50000,1.0
22,137,2,4,2,20000,0.4
22,54,4,1,4,0,0.0
22,420,5,3,1,0,0.0
22,139,5,4,2,10000,0.2
22,315,3,0,2,5000,0.1
22,78,2,1,4,1000,0.02
22,62,4,1,4,30000,0.6
22,244,2,0,4,10000,0.2
22,103,5,4,4,0,0.0
22,17,3,1,1,5000,0.1
22,24,5,1,1,5000,0.1
22,77,3,1,4,0,0.0
22,84,2,1,3,0,0.0
22,68,2,1,3,0,0.0
22,135,3,4,3,0,0.0
22,169,3,4,2,5000,0.1
22,435,2,3,4,0,0.0
22,348,4,2,1,20000,0.4
22,18,5,1,1,2000,0.04
22,197,2,4,0,5000,0.1
22,113,2,4,1,0,0.0
22,124,3,4,1,0,0.0
22,274,3,0,2,0,0.0
22,322,4,0,2,0,0.0
22,176,3,4,1,10000,0.2
22,366,2,2,4,20000,0.4
22,37,5,1,4,10000,0.2
22,242,4,0,2,12000,0.24
23,209,4,4,0,10000,0.2
23,434,2,3,4,0,0.0
23,156,4,4,0,10000,0.2
23,97,5,4,1,15000,0.3
23,152,3,4,0,5000,0.1
23,147,5,4,1,0,0.0
23,398,4,3,4,0,0.0
23,336,2,2,4,15000,0.3
23,18,4,1,1,2000,0.04
23,223,3,0,5,0,0.0
23,142,4,4,2,0,0.0
23,151,2,4,4,0,0.0
23,348,5,2,1,20000,0.4
23,432,2,3,4,0,0.0
23,29,2,1,3,0,0.0
23,60,4,1,1,5000,0.1
23,112,5,4,4,25000,0.5
23,60,3,1,1,5000,0.1
23,85,4,4,4,6000,0.12
23,49,3,1,1,0,0.0
23,165,4,4,4,2000,0.04
23,190,3,4,0,4000,0.08
23,281,5,0,4,50000,1.0
23,177,4,4,0,10000,0.2
23,339,3,2,1,35000,0.7
23,260,4,0,1,0,0.0
23,212,4,0,1,0,0.0
23,240,4,0,4,7000,0.14
23,307,4,0,2,5000,0.1
23,202,3,4,0,10000,0.2
23,384,4,2,1,0,0.0
23,6,2,1,4,25000,0.5
24,148,3,4,2,5000,0.1
24,96,2,4,4,0,0.0
24,192,4,4,2,15000,0.3
24,319,5,0,2,5000,0.1
24,344,3,2,0,3000,0.06
24,200,2,4,0,5000,0.1
24,163,2,4,2,2500,0.05
24,161,4,4,2,5000,0.1
24,24,2,1,1,5000,0.1
24,29,3,1,3,0,0.0
24,33,2,1,4,0,0.0
24,66,3,1,1,10000,0.2
24,113,2,4,1,0,0.0
24,327,2,0,4,15000,0.3
24,372,4,2,2,2000,0.04
24,378,3,2,4,0,0.0
24,219,4,0,2,15000,0.3
24,98,4,4,4,15000,0.3
24,427,5,3,1,0,0.0
24,264,2,0,5,0,0.0
24,91,5,4,4,0,0.0
24,338,2,2,1,10000,0.2
24,311,5,0,2,25000,0.5
24,191,5,4,0,10000,0.2
25,53,2,1,1,5000,0.1
25,392,4,3,2,0,0.0
25,299,3,0,2,10000,0.2
25,386,3,2,2,9000,0.18
25,377,4,2,4,35000,0.7
25,116,3,4,4,2500,0.05
25,337,5,2,4,3000,0.06
25,253,4,0,4,25000,0.5
25,326,3,0,2,10000,0.2
25,14,5,1,0,50000,1.0
25,328,4,0,2,10000,0.2
25,416,5,3,1,0,0.0
25,190,3,4,0,4000,0.08
25,371,4,2,2,25000,0.5
25,423,3,3,1,0,0.0
25,52,3,1,1,15000,0.3
25,94,4,4,4,7000,0.14
25,250,5,0,4,50000,1.0
25,352,2,2,5,0,0.0
25,183,3,4,4,50000,1.0
25,368,3,2,2,3000,0.06
25,336,3,2,4,15000,0.3
25,406,5,3,2,0,0.0
25,85,2,4,4,6000,0.12
25,172,4,4,0,10000,0.2
25,268,3,0,4,50000,1.0
25,89,3,4,1,50000,1.0
25,206,3,4,2,8000,0.16
25,60,2,1,1,5000,0.1
25,272,4,0,1,0,0.0
25,286,4,0,1,0,0.0
25,88,5,4,1,3000,0.06
25,33,4,1,4,0,0.0
26,15,2,1,3,0,0.0
26,36,5,1,4,50000,1.0
26,250,4,0,4,50000,1.0
26,369,3,2,1,7500,0.15
26,137,3,4,2,20000,0.4
26,319,5,0,2,5000,0.1
26,297,3,0,2,50000,1.0
26,251,5,0,4,0,0.0
26,162,2,4,1,50000,1.0
26,406,5,3,2,0,0.0
26,260,5,0,1,0,0.0
26,246,3,0,2,10000,0.2
26,280,3,0,5,0,0.0
26,356,3,2,4,50000,1.0
26,167,5,4,2,0,0.0
26,4,3,1,4,10000,0.2
26,14,5,1,0,50000,1.0
26,422,3,3,1,0,0.0
26,93,3,4,2,50000,1.0
26,211,2,0,2,30000,0.6
26,83,5,1,4,50000,1.0
26,148,5,4,2,5000,0.1
26,15,2,1,3,0,0.0
26,239,3,0,2,50000,1.0
26,49,3,1,1,0,0.0
26,421,5,3,1,10000,0.2
26,300,4,0,2,10000,0.2
26,323,5,0,2,0,0.0
26,203,3,4,4,40000,0.8
26,275,5,0,2,20000,0.4
26,208,4,4,2,10000,0.2
26,53,5,1,1,5000,0.1
26,160,4,4,3,0,0.0
26,125,5,4,1,0,0.0
26,173,4,4,0,10000,0.2
27,308,4,0,2,15000,0.3
27,185,3,4,0,10000,0.2
27,393,3,3,2,0,0.0
27,103,5,4,4,0,0.0
27,181,5,4,0,5000,0.1
27,78,3,1,4,1000,0.02
27,121,3,4,1,50000,1.0
27,316,4,0,2,10000,0.2
27,283,2,0,4,0,0.0
27,374,4,2,2,6000,0.12
27,369,4,2,1,7500,0.15
27,311,3,0,2,25000,0.5
27,48,3,1,1,5000,0.1
27,225,5,0,4,50000,1.0
27,123,5,4,1,0,0.0
27,81,2,1,3,0,0.0
27,174,2,4,3,0,0.0
27,116,5,4,4,2500,0.05
27,338,3,2,1,10000,0.2
27,221,2,0,1,2000,0.04
27,295,3,0,1,0,0.0
27,96,2,4,4,0,0.0
27,408,2,3,2,15000,0.3
27,389,5,2,2,0,0.0
